,Unnamed: 0,Unnamed: 0.1,actor_1_name,actor_2_name,actor_3_name,comb,director_name,genres,movie_title
1319,1319.0,1319.0,Laura-Leigh,Molly C. Quinn,Thomas Lennon,Laura-Leigh Molly C. Quinn Thomas Lennon Rawson Marshall Thurber Comedy Crime,Rawson Marshall Thurber,Comedy Crime,we're the millers
1320,1320.0,1320.0,Yuliya Snigir,Fedor Bondarchuk,Aleksey Serebryakov,Yuliya Snigir Fedor Bondarchuk Aleksey Serebryakov Fedor Bondarchuk Action Adventure Sci-Fi,Fedor Bondarchuk,Action Adventure Sci-Fi,obitaemyy ostrov
1321,1321.0,1321.0,Kathleen Quinlan,M.C. Gainey,J.T. Walsh,Kathleen Quinlan M.C. Gainey J.T. Walsh Jonathan Mostow Action Crime Drama Mystery Thriller,Jonathan Mostow,Action Crime Drama Mystery Thriller,breakdown
1322,1322.0,1322.0,Bernie Casey,Klaus Maria Brandauer,Barbara Carrera,Bernie Casey Klaus Maria Brandauer Barbara Carrera Irvin Kershner Action Adventure Thriller,Irvin Kershner,Action Adventure Thriller,never say never again
1323,1323.0,1323.0,Charlie McDermott,Collette Wolfe,Crystal Lowe,Charlie McDermott Collette Wolfe Crystal Lowe Steve Pink Comedy Sci-Fi,Steve Pink,Comedy Sci-Fi,hot tub time machine
1324,1324.0,1324.0,Morgan Freeman,Taylor Blackwell,Harry Connick Jr.,Morgan Freeman Taylor Blackwell Harry Connick Jr. Charles Martin Smith Drama Family,Charles Martin Smith,Drama Family,dolphin tale 2
1325,1325.0,1325.0,Charlize Theron,James Frain,Clarence Williams III,Charlize Theron James Frain Clarence Williams III John Frankenheimer Action Adventure Crime Drama Family Fantasy Romance Thriller,John Frankenheimer,Action Adventure Crime Drama Family Fantasy Romance Thriller,reindeer games
1326,1326.0,1326.0,Vin Diesel,Jeff Kober,Larenz Tate,Vin Diesel Jeff Kober Larenz Tate F. Gary Gray Action Crime Drama Thriller,F. Gary Gray,Action Crime Drama Thriller,a man apart
1327,1327.0,1327.0,Alexa PenaVega,Virginia Madsen,Craig T. Nelson,Alexa PenaVega Virginia Madsen Craig T. Nelson Rob Reiner Drama History,Rob Reiner,Drama History,ghosts of mississippi
1328,1328.0,1328.0,Rick Yune,Reeve Carney,Daniel von Bargen,Rick Yune Reeve Carney Daniel von Bargen Scott Hicks Drama Mystery Romance Thriller,Scott Hicks,Drama Mystery Romance Thriller,snow falling on cedars
1329,1329.0,1329.0,Anthony Hopkins,Colin O'Donoghue,Toby Jones,Anthony Hopkins Colin O'Donoghue Toby Jones Mikael Håfström Drama Horror Mystery Thriller,Mikael Håfström,Drama Horror Mystery Thriller,the rite
1330,1330.0,1330.0,Blair Underwood,Xander Berkeley,Mason Gamble,Blair Underwood Xander Berkeley Mason Gamble Andrew Niccol Drama Sci-Fi Thriller,Andrew Niccol,Drama Sci-Fi Thriller,gattaca
1331,1331.0,1331.0,Stockard Channing,Nathan Lane,John Larroquette,Stockard Channing Nathan Lane John Larroquette Andrew Bergman Biography Comedy Romance,Andrew Bergman,Biography Comedy Romance,isn't she great
1332,1332.0,1332.0,Cheryl Hines,Kenan Thompson,Omid Abtahi,Cheryl Hines Kenan Thompson Omid Abtahi Kirk De Micco Adventure Animation Comedy Family Sci-Fi,Kirk De Micco,Adventure Animation Comedy Family Sci-Fi,space chimps
1333,1333.0,1333.0,Bernie Mac,Dylan Baker,Tracy Morgan,Bernie Mac Dylan Baker Tracy Morgan Chris Rock Comedy,Chris Rock,Comedy,head of state
1334,1334.0,1334.0,Bradley Cooper,Rob Riggle,Mike Epps,Bradley Cooper Rob Riggle Mike Epps Todd Phillips Comedy,Todd Phillips,Comedy,the hangover
1335,1335.0,1335.0,Mike Tyson,Lynn Hung,Kwok-Kwan Chan,Mike Tyson Lynn Hung Kwok-Kwan Chan Wilson Yip Action Biography Drama History,Wilson Yip,Action Biography Drama History,ip man 3
1336,1336.0,1336.0,Muse Watson,Verne Troyer,Robert Wagner,Muse Watson Verne Troyer Robert Wagner Jay Roach Action Adventure Comedy Crime,Jay Roach,Action Adventure Comedy Crime,austin powers: the spy who shagged me
1337,1337.0,1337.0,Michael Gough,Jack Palance,William Hootkins,Michael Gough Jack Palance William Hootkins Tim Burton Action Adventure,Tim Burton,Action Adventure,batman
1338,1338.0,1338.0,Jordi Mollà,Dougray Scott,Lily Cole,Jordi Mollà Dougray Scott Lily Cole Roland Joffé Biography Drama War,Roland Joffé,Biography Drama War,there be dragons
1339,1339.0,1339.0,Rene Russo,Nick Chinlund,Stuart Wilson,Rene Russo Nick Chinlund Stuart Wilson Richard Donner Action Crime Thriller,Richard Donner,Action Crime Thriller,lethal weapon 3
1340,1340.0,1340.0,Catherine Dyer,Quinton Aaron,Kim Dickens,Catherine Dyer Quinton Aaron Kim Dickens John Lee Hancock Biography Drama Sport,John Lee Hancock,Biography Drama Sport,the blind side
1341,1341.0,1341.0,Jon Foo,Aimee Garcia,Wendie Malick,Jon Foo Aimee Garcia Wendie Malick unknown Action Comedy Crime,unknown,Action Comedy Crime,rush hour            
1342,1342.0,1342.0,Alexa PenaVega,Cheech Marin,Daryl Sabara,Alexa PenaVega Cheech Marin Daryl Sabara Robert Rodriguez Action Adventure Comedy Family Sci-Fi,Robert Rodriguez,Action Adventure Comedy Family Sci-Fi,spy kids
1343,1343.0,1343.0,Kevin Spacey,Lindsay Sloane,Reginald Ballard,Kevin Spacey Lindsay Sloane Reginald Ballard Seth Gordon Comedy Crime,Seth Gordon,Comedy Crime,horrible bosses
1344,1344.0,1344.0,Matt Damon,Jeff Bridges,Bruce Green,Matt Damon Jeff Bridges Bruce Green Ethan Coen Adventure Drama Western,Ethan Coen,Adventure Drama Western,true grit
1345,1345.0,1345.0,Meryl Streep,Anne Hathaway,Rebecca Mader,Meryl Streep Anne Hathaway Rebecca Mader David Frankel Comedy Drama Romance,David Frankel,Comedy Drama Romance,the devil wears prada
1346,1346.0,1346.0,Leonard Nimoy,Nichelle Nichols,Walter Koenig,Leonard Nimoy Nichelle Nichols Walter Koenig Robert Wise Adventure Mystery Sci-Fi,Robert Wise,Adventure Mystery Sci-Fi,star trek: the motion picture
1347,1347.0,1347.0,Jon Favreau,Eric Stonestreet,T.I.,Jon Favreau Eric Stonestreet T.I. Seth Gordon Comedy Crime,Seth Gordon,Comedy Crime,identity thief
1348,1348.0,1348.0,Robert De Niro,Robert Mitchum,Joe Don Baker,Robert De Niro Robert Mitchum Joe Don Baker Martin Scorsese Crime Thriller,Martin Scorsese,Crime Thriller,cape fear
1349,1349.0,1349.0,Kevin Spacey,Jim Sturgess,Josh Gad,Kevin Spacey Jim Sturgess Josh Gad Robert Luketic Crime Drama Thriller,Robert Luketic,Crime Drama Thriller,21
1350,1350.0,1350.0,Amy Schumer,Randall Park,Josh Segarra,Amy Schumer Randall Park Josh Segarra Judd Apatow Comedy Romance,Judd Apatow,Comedy Romance,trainwreck
1351,1351.0,1351.0,Bernie Mac,Nicole Sullivan,Sherri Shepherd,Bernie Mac Nicole Sullivan Sherri Shepherd Kevin Rodney Sullivan Comedy Romance,Kevin Rodney Sullivan,Comedy Romance,guess who
1352,1352.0,1352.0,Colin Firth,Kristin Scott Thomas,Jürgen Prochnow,Colin Firth Kristin Scott Thomas Jürgen Prochnow Anthony Minghella Drama Romance War,Anthony Minghella,Drama Romance War,the english patient
1353,1353.0,1353.0,Kevin Spacey,Matt McCoy,Paul Guilfoyle,Kevin Spacey Matt McCoy Paul Guilfoyle Curtis Hanson Crime Drama Mystery Thriller,Curtis Hanson,Crime Drama Mystery Thriller,l.a. confidential
1354,1354.0,1354.0,Michael Angarano,Kelly Preston,Nicholas Braun,Michael Angarano Kelly Preston Nicholas Braun Mike Mitchell Adventure Comedy Family Sci-Fi,Mike Mitchell,Adventure Comedy Family Sci-Fi,sky high
1355,1355.0,1355.0,Tom Selleck,Wilford Brimley,Lauren Ambrose,Tom Selleck Wilford Brimley Lauren Ambrose Frank Oz Comedy,Frank Oz,Comedy,in & out
1356,1356.0,1356.0,Natasha Henstridge,Marg Helgenberger,Jordan Lund,Natasha Henstridge Marg Helgenberger Jordan Lund Roger Donaldson Action Horror Sci-Fi Thriller,Roger Donaldson,Action Horror Sci-Fi Thriller,species
1357,1357.0,1357.0,Dylan Baker,Jake Weber,James Gammon,Dylan Baker Jake Weber James Gammon Tarsem Singh Horror Sci-Fi Thriller,Tarsem Singh,Horror Sci-Fi Thriller,the cell
1358,1358.0,1358.0,Leonardo DiCaprio,Anne Parillaud,Judith Godrèche,Leonardo DiCaprio Anne Parillaud Judith Godrèche Randall Wallace Action Adventure,Randall Wallace,Action Adventure,the man in the iron mask
1359,1359.0,1359.0,Scott Glenn,Kevin Connolly,Dylan Walsh,Scott Glenn Kevin Connolly Dylan Walsh Randall Wallace Biography Drama Family History Sport,Randall Wallace,Biography Drama Family History Sport,secretariat
1360,1360.0,1360.0,Chris Evans,Sarah Michelle Gellar,Mako,Chris Evans Sarah Michelle Gellar Mako Kevin Munroe Action Adventure Animation Comedy Family Fantasy Sci-Fi,Kevin Munroe,Action Adventure Animation Comedy Family Fantasy Sci-Fi,tmnt
1361,1361.0,1361.0,Alfre Woodard,Riley Smith,Debra Winger,Alfre Woodard Riley Smith Debra Winger Michael Tollin Biography Drama Sport,Michael Tollin,Biography Drama Sport,radio
1362,1362.0,1362.0,Mila Kunis,Justin Timberlake,Masi Oka,Mila Kunis Justin Timberlake Masi Oka Will Gluck Comedy Romance,Will Gluck,Comedy Romance,friends with benefits
1363,1363.0,1363.0,Chloë Grace Moretz,Ike Barinholtz,Kiersey Clemons,Chloë Grace Moretz Ike Barinholtz Kiersey Clemons Nicholas Stoller Comedy,Nicholas Stoller,Comedy,neighbors 2: sorority rising
1364,1364.0,1364.0,Tom Hanks,Ruth Wilson,B.J. Novak,Tom Hanks Ruth Wilson B.J. Novak John Lee Hancock Biography Comedy Drama History Music,John Lee Hancock,Biography Comedy Drama History Music,saving mr. banks
1365,1365.0,1365.0,Denzel Washington,Delroy Lindo,Al Freeman Jr.,Denzel Washington Delroy Lindo Al Freeman Jr. Spike Lee Biography Drama History Romance,Spike Lee,Biography Drama History Romance,malcolm x
1366,1366.0,1366.0,Charlyne Yi,Maude Apatow,Mackenzie Aladjem,Charlyne Yi Maude Apatow Mackenzie Aladjem Judd Apatow Comedy,Judd Apatow,Comedy,this is 40
1367,1367.0,1367.0,Robin Williams,Bernie Mac,Ann-Margret,Robin Williams Bernie Mac Ann-Margret Walt Becker Comedy Family,Walt Becker,Comedy Family,old dogs
1368,1368.0,1368.0,Craig Parker,Kevin Grevioux,Steven Mackintosh,Craig Parker Kevin Grevioux Steven Mackintosh Patrick Tatopoulos Action Adventure Fantasy Sci-Fi Thriller,Patrick Tatopoulos,Action Adventure Fantasy Sci-Fi Thriller,underworld: rise of the lycans
1369,1369.0,1369.0,Robin Williams,Christine Taylor,Mindy Kaling,Robin Williams Christine Taylor Mindy Kaling Ken Kwapis Comedy Romance,Ken Kwapis,Comedy Romance,license to wed
1370,1370.0,1370.0,Jon Lovitz,Jon Heder,Tim Meadows,Jon Lovitz Jon Heder Tim Meadows Dennis Dugan Comedy Romance Sport,Dennis Dugan,Comedy Romance Sport,the benchwarmers
1371,1371.0,1371.0,Stockard Channing,Victor Webster,Elizabeth Perkins,Stockard Channing Victor Webster Elizabeth Perkins Gary David Goldberg Comedy Romance,Gary David Goldberg,Comedy Romance,must love dogs
1372,1372.0,1372.0,Johnny Depp,Al Pacino,Anne Heche,Johnny Depp Al Pacino Anne Heche Mike Newell Biography Crime Drama,Mike Newell,Biography Crime Drama,donnie brasco
1373,1373.0,1373.0,Milla Jovovich,Jaymes Butler,Colin Salmon,Milla Jovovich Jaymes Butler Colin Salmon Paul W.S. Anderson Action Horror Sci-Fi,Paul W.S. Anderson,Action Horror Sci-Fi,resident evil
1374,1374.0,1374.0,J.K. Simmons,Tom Hanks,Stephen Root,J.K. Simmons Tom Hanks Stephen Root Ethan Coen Comedy Crime Thriller,Ethan Coen,Comedy Crime Thriller,the ladykillers
1375,1375.0,1375.0,Mila Kunis,Beau Bridges,Jamie Hector,Mila Kunis Beau Bridges Jamie Hector John Moore Action Crime Drama Mystery Thriller,John Moore,Action Crime Drama Mystery Thriller,max payne
1376,1376.0,1376.0,Matt Bomer,Olivia Wilde,Justin Timberlake,Matt Bomer Olivia Wilde Justin Timberlake Andrew Niccol Action Sci-Fi Thriller,Andrew Niccol,Action Sci-Fi Thriller,in time
1377,1377.0,1377.0,Danneel Ackles,Noureen DeWulf,Tom Bosley,Danneel Ackles Noureen DeWulf Tom Bosley Alan Poul Comedy Romance,Alan Poul,Comedy Romance,the back-up plan
1378,1378.0,1378.0,Ashley Williams,Steve Howey,Kirsten Day,Ashley Williams Steve Howey Kirsten Day Luke Greenfield Comedy Drama Romance,Luke Greenfield,Comedy Drama Romance,something borrowed
1379,1379.0,1379.0,Jodi Lyn O'Keefe,Kimberly Elise,Logan Browning,Jodi Lyn O'Keefe Kimberly Elise Logan Browning unknown Drama Romance,unknown,Drama Romance,hit the floor            
1380,1380.0,1380.0,Tom Wilkinson,Marsha Thomason,Vincent Regan,Tom Wilkinson Marsha Thomason Vincent Regan Gil Junger Adventure Comedy Fantasy,Gil Junger,Adventure Comedy Fantasy,black knight
1381,1381.0,1381.0,Tatum O'Neal,Vic Morrow,Joyce Van Patten,Tatum O'Neal Vic Morrow Joyce Van Patten Michael Ritchie Comedy Drama Family Sport,Michael Ritchie,Comedy Drama Family Sport,the bad news bears
1382,1382.0,1382.0,Ming-Na Wen,Raul Julia,Kylie Minogue,Ming-Na Wen Raul Julia Kylie Minogue Steven E. de Souza Action Adventure Comedy Thriller,Steven E. de Souza,Action Adventure Comedy Thriller,street fighter
1383,1383.0,1383.0,Emilia Fox,Frank Finlay,Ed Stoppard,Emilia Fox Frank Finlay Ed Stoppard Roman Polanski Biography Drama War,Roman Polanski,Biography Drama War,the pianist
1384,1384.0,1384.0,Johnny Depp,Jason Flemyng,Ian Richardson,Johnny Depp Jason Flemyng Ian Richardson Albert Hughes Horror Mystery Thriller,Albert Hughes,Horror Mystery Thriller,from hell
1385,1385.0,1385.0,Keisha Castle-Hughes,Hiam Abbass,Shaun Toub,Keisha Castle-Hughes Hiam Abbass Shaun Toub Catherine Hardwicke Drama Family Fantasy,Catherine Hardwicke,Drama Family Fantasy,the nativity story
1386,1386.0,1386.0,Natalie Portman,Julia Roberts,Colin Stinton,Natalie Portman Julia Roberts Colin Stinton Mike Nichols Drama Romance,Mike Nichols,Drama Romance,closer
1387,1387.0,1387.0,Leonardo DiCaprio,Naomi Watts,Kaitlyn Dever,Leonardo DiCaprio Naomi Watts Kaitlyn Dever Clint Eastwood Biography Crime Drama,Clint Eastwood,Biography Crime Drama,j. edgar
1388,1388.0,1388.0,Jason Flemyng,Cameron Boyce,Julian Glover,Jason Flemyng Cameron Boyce Julian Glover Alexandre Aja Horror Mystery,Alexandre Aja,Horror Mystery,mirrors
1389,1389.0,1389.0,Aaliyah,Lena Olin,Bruce Spence,Aaliyah Lena Olin Bruce Spence Michael Rymer Drama Fantasy Horror,Michael Rymer,Drama Fantasy Horror,queen of the damned
1390,1390.0,1390.0,Adam Baldwin,Robert Davi,Kevin Peter Hall,Adam Baldwin Robert Davi Kevin Peter Hall Stephen Hopkins Action Horror Sci-Fi,Stephen Hopkins,Action Horror Sci-Fi,predator 2
1391,1391.0,1391.0,Billy Burke,Jesse Tyler Ferguson,Joseph Cross,Billy Burke Jesse Tyler Ferguson Joseph Cross Gregory Hoblit Crime Drama Thriller,Gregory Hoblit,Crime Drama Thriller,untraceable
1392,1392.0,1392.0,Brendan Fraser,Sissy Spacek,Douglas Smith,Brendan Fraser Sissy Spacek Douglas Smith Hugh Wilson Comedy Drama Romance Sci-Fi,Hugh Wilson,Comedy Drama Romance Sci-Fi,blast from the past
1393,1393.0,1393.0,Brian Blessed,William Hootkins,Sam J. Jones,Brian Blessed William Hootkins Sam J. Jones Mike Hodges Action Adventure Sci-Fi,Mike Hodges,Action Adventure Sci-Fi,flash gordon
1394,1394.0,1394.0,Stephen Root,Mike Starr,George Carlin,Stephen Root Mike Starr George Carlin Kevin Smith Comedy Drama Romance,Kevin Smith,Comedy Drama Romance,jersey girl
1395,1395.0,1395.0,Cicely Tyson,Chad Lindberg,Carmen Ejogo,Cicely Tyson Chad Lindberg Carmen Ejogo Rob Cohen Action Crime Mystery Thriller,Rob Cohen,Action Crime Mystery Thriller,alex cross
1396,1396.0,1396.0,Kevin Spacey,Bob Gunton,Leon Rippy,Kevin Spacey Bob Gunton Leon Rippy Clint Eastwood Crime Drama Mystery Thriller,Clint Eastwood,Crime Drama Mystery Thriller,midnight in the garden of good and evil
1397,1397.0,1397.0,Daniel Mays,Bill Bailey,Eros Vlahos,Daniel Mays Bill Bailey Eros Vlahos Susanna White Comedy Family Fantasy,Susanna White,Comedy Family Fantasy,nanny mcphee returns
1398,1398.0,1398.0,Frank Whaley,J.T. Walsh,Paul Guilfoyle,Frank Whaley J.T. Walsh Paul Guilfoyle Danny DeVito Biography Crime Drama,Danny DeVito,Biography Crime Drama,hoffa
1399,1399.0,1399.0,Mitch Pileggi,Callum Rennie,Nicki Aycox,Mitch Pileggi Callum Rennie Nicki Aycox Chris Carter Drama Mystery Sci-Fi Thriller,Chris Carter,Drama Mystery Sci-Fi Thriller,the x files: i want to believe
1400,1400.0,1400.0,Anne Hathaway,Steve Coogan,Joanna Lumley,Anne Hathaway Steve Coogan Joanna Lumley Tommy O'Haver Comedy Family Fantasy Romance,Tommy O'Haver,Comedy Family Fantasy Romance,ella enchanted
1401,1401.0,1401.0,Will Smith,Eddie Marsan,Albert Brooks,Will Smith Eddie Marsan Albert Brooks Peter Landesman Biography Drama Sport,Peter Landesman,Biography Drama Sport,concussion
1402,1402.0,1402.0,Jim Broadbent,Olivia Williams,Pip Torrens,Jim Broadbent Olivia Williams Pip Torrens Gary Chapman Adventure Animation Comedy Family War,Gary Chapman,Adventure Animation Comedy Family War,valiant
1403,1403.0,1403.0,Robert Downey Jr.,Rip Torn,Richard Thomas,Robert Downey Jr. Rip Torn Richard Thomas Curtis Hanson Comedy Drama,Curtis Hanson,Comedy Drama,wonder boys
1404,1404.0,1404.0,Drake Bell,Tracy Morgan,Marion Ross,Drake Bell Tracy Morgan Marion Ross Craig Mazin Action Comedy Sci-Fi Thriller,Craig Mazin,Action Comedy Sci-Fi Thriller,superhero movie
1405,1405.0,1405.0,Alona Tal,James Ransone,Michael Beach,Alona Tal James Ransone Michael Beach Allen Hughes Crime Drama Thriller,Allen Hughes,Crime Drama Thriller,broken city
1406,1406.0,1406.0,Shannon Elizabeth,Portia de Rossi,Derek Mears,Shannon Elizabeth Portia de Rossi Derek Mears Wes Craven Comedy Horror,Wes Craven,Comedy Horror,cursed
1407,1407.0,1407.0,Joseph Gordon-Levitt,Dania Ramirez,Aasif Mandvi,Joseph Gordon-Levitt Dania Ramirez Aasif Mandvi David Koepp Action Crime Thriller,David Koepp,Action Crime Thriller,premium rush
1408,1408.0,1408.0,Jim Gaffigan,Richard T. Jones,Michael Mosley,Jim Gaffigan Richard T. Jones Michael Mosley Anne Fletcher Action Comedy Crime,Anne Fletcher,Action Comedy Crime,hot pursuit
1409,1409.0,1409.0,Djimon Hounsou,Lucy Gordon,Alex Jennings,Djimon Hounsou Lucy Gordon Alex Jennings Shekhar Kapur Adventure Drama Romance War,Shekhar Kapur,Adventure Drama Romance War,the four feathers
1410,1410.0,1410.0,Jason Statham,Clifton Collins Jr.,Wendell Pierce,Jason Statham Clifton Collins Jr. Wendell Pierce Taylor Hackford Action Crime Romance Thriller,Taylor Hackford,Action Crime Romance Thriller,parker
1411,1411.0,1411.0,Kirsten Dunst,Jon Favreau,Austin Nichols,Kirsten Dunst Jon Favreau Austin Nichols Richard Loncraine Comedy Romance Sport,Richard Loncraine,Comedy Romance Sport,wimbledon
1412,1412.0,1412.0,Brendan Fraser,Brooke Shields,Matt Prokop,Brendan Fraser Brooke Shields Matt Prokop Roger Kumble Comedy Family,Roger Kumble,Comedy Family,furry vengeance
1413,1413.0,1413.0,Alex Russell,Cariba Heine,Richard Brancatisano,Alex Russell Cariba Heine Richard Brancatisano Kimble Rendall Action Horror Sci-Fi,Kimble Rendall,Action Horror Sci-Fi,bait
1414,1414.0,1414.0,Liam Neeson,Alun Armstrong,Lysette Anthony,Liam Neeson Alun Armstrong Lysette Anthony Peter Yates Action Adventure Fantasy,Peter Yates,Action Adventure Fantasy,krull
1415,1415.0,1415.0,Meryl Streep,Tom Cruise,Andrew Garfield,Meryl Streep Tom Cruise Andrew Garfield Robert Redford Drama Thriller War,Robert Redford,Drama Thriller War,lions for lambs
1416,1416.0,1416.0,Rosanna Arquette,Dann Florek,Christopher Rich,Rosanna Arquette Dann Florek Christopher Rich John Milius Action Drama Thriller War,John Milius,Action Drama Thriller War,flight of the intruder
1417,1417.0,1417.0,Tim Meadows,Nat Faxon,Matt Price,Tim Meadows Nat Faxon Matt Price Jake Kasdan Comedy Music,Jake Kasdan,Comedy Music,walk hard: the dewey cox story
1418,1418.0,1418.0,Kevin Spacey,Scott Glenn,Jason Behr,Kevin Spacey Scott Glenn Jason Behr Lasse Hallström Drama,Lasse Hallström,Drama,the shipping news
1419,1419.0,1419.0,Gregory Smith,Ronny Cox,Harris Yulin,Gregory Smith Ronny Cox Harris Yulin Les Mayfield Action Western,Les Mayfield,Action Western,american outlaws
1420,1420.0,1420.0,Michiel Huisman,Jim Broadbent,Thomas Kretschmann,Michiel Huisman Jim Broadbent Thomas Kretschmann Jean-Marc Vallée Biography Drama History Romance,Jean-Marc Vallée,Biography Drama History Romance,the young victoria
1421,1421.0,1421.0,Tom Skerritt,Bashar Rahal,Shawn Doyle,Tom Skerritt Bashar Rahal Shawn Doyle Dominic Sena Action Crime Mystery Thriller,Dominic Sena,Action Crime Mystery Thriller,whiteout
1422,1422.0,1422.0,Brad Pitt,Tye Sheridan,Fiona Shaw,Brad Pitt Tye Sheridan Fiona Shaw Terrence Malick Drama Fantasy,Terrence Malick,Drama Fantasy,the tree of life
1423,1423.0,1423.0,Paul Sorvino,Lela Rochon,Ray Nicholas,Paul Sorvino Lela Rochon Ray Nicholas Hark Tsui Action Comedy Thriller,Hark Tsui,Action Comedy Thriller,knock off
1424,1424.0,1424.0,Heath Ledger,Mark Addy,Benno Fürmann,Heath Ledger Mark Addy Benno Fürmann Brian Helgeland Action Mystery Thriller,Brian Helgeland,Action Mystery Thriller,the order
1425,1425.0,1425.0,Julie Benz,Wayne Knight,Colin Salmon,Julie Benz Wayne Knight Colin Salmon Lexi Alexander Action Crime Drama Thriller,Lexi Alexander,Action Crime Drama Thriller,punisher: war zone
1426,1426.0,1426.0,Kevin Zegers,Rip Torn,Thomas F. Wilson,Kevin Zegers Rip Torn Thomas F. Wilson Peter Hewitt Action Adventure Family Sci-Fi,Peter Hewitt,Action Adventure Family Sci-Fi,zoom
1427,1427.0,1427.0,Joseph Gordon-Levitt,Soleyman Pierini,Jade Kindar-Martin,Joseph Gordon-Levitt Soleyman Pierini Jade Kindar-Martin Robert Zemeckis Adventure Biography Drama Thriller,Robert Zemeckis,Adventure Biography Drama Thriller,the walk
1428,1428.0,1428.0,Marley Shelton,Lee Arenberg,Angus Macfadyen,Marley Shelton Lee Arenberg Angus Macfadyen Ronny Yu Action Adventure Fantasy,Ronny Yu,Action Adventure Fantasy,warriors of virtue
1429,1429.0,1429.0,Archie Panjabi,Albert Finney,Richard Coyle,Archie Panjabi Albert Finney Richard Coyle Ridley Scott Comedy Drama Romance,Ridley Scott,Comedy Drama Romance,a good year
1430,1430.0,1430.0,Ruth Wilson,Indira Varma,Warren Brown,Ruth Wilson Indira Varma Warren Brown unknown Crime Drama Mystery Thriller,unknown,Crime Drama Mystery Thriller,luther            
1431,1431.0,1431.0,Adam Baldwin,Thomas Ian Nicholas,John Heard,Adam Baldwin Thomas Ian Nicholas John Heard Richard Donner Drama,Richard Donner,Drama,radio flyer
1432,1432.0,1432.0,Delroy Lindo,Jesse Borrego,Raymond Cruz,Delroy Lindo Jesse Borrego Raymond Cruz Taylor Hackford Crime Drama,Taylor Hackford,Crime Drama,"blood in, blood out"
1433,1433.0,1433.0,Jim Broadbent,Tom Wilkinson,Julia Ormond,Jim Broadbent Tom Wilkinson Julia Ormond Bille August Action Drama Sci-Fi Thriller,Bille August,Action Drama Sci-Fi Thriller,smilla's sense of snow
1434,1434.0,1434.0,Peter Coyote,Gregg Henry,Rie Rasmussen,Peter Coyote Gregg Henry Rie Rasmussen Brian De Palma Crime Drama Mystery Thriller,Brian De Palma,Crime Drama Mystery Thriller,femme fatale
1435,1435.0,1435.0,Oliver Reed,Rod Steiger,John Gielgud,Oliver Reed Rod Steiger John Gielgud Moustapha Akkad Biography Drama History War,Moustapha Akkad,Biography Drama History War,lion of the desert
1436,1436.0,1436.0,Olivier Martinez,François Cluzet,Isabelle Carré,Olivier Martinez François Cluzet Isabelle Carré Jean-Paul Rappeneau Adventure Drama Romance War,Jean-Paul Rappeneau,Adventure Drama Romance War,the horseman on the roof
1437,1437.0,1437.0,Jeremy W. Auman,Jeffrey Dover,Tobey Maguire,Jeremy W. Auman Jeffrey Dover Tobey Maguire Ang Lee Drama Romance War Western,Ang Lee,Drama Romance War Western,ride with the devil
1438,1438.0,1438.0,Maricel Álvarez,Hanaa Bouchaib,Eduard Fernández,Maricel Álvarez Hanaa Bouchaib Eduard Fernández Alejandro G. Iñárritu Drama,Alejandro G. Iñárritu,Drama,biutiful
1439,1439.0,1439.0,Salma Hayek,Sam Shepard,Dwight Yoakam,Salma Hayek Sam Shepard Dwight Yoakam Joachim Rønning Action Comedy Crime Western,Joachim Rønning,Action Comedy Crime Western,bandidas
1440,1440.0,1440.0,Bill Cobbs,Aisha Tyler,Beverly D'Angelo,Bill Cobbs Aisha Tyler Beverly D'Angelo Tony Kaye Crime Drama,Tony Kaye,Crime Drama,black water transit
1441,1441.0,1441.0,Ki Hong Lee,Aml Ameen,Jacob Latimore,Ki Hong Lee Aml Ameen Jacob Latimore Wes Ball Action Mystery Sci-Fi Thriller,Wes Ball,Action Mystery Sci-Fi Thriller,the maze runner
1442,1442.0,1442.0,Tom Wilkinson,June Diane Raphael,Melissa McMeekin,Tom Wilkinson June Diane Raphael Melissa McMeekin Ken Scott Comedy,Ken Scott,Comedy,unfinished business
1443,1443.0,1443.0,Richard E. Grant,Geraldine Chaplin,Stuart Wilson,Richard E. Grant Geraldine Chaplin Stuart Wilson Martin Scorsese Drama Romance,Martin Scorsese,Drama Romance,the age of innocence
1444,1444.0,1444.0,Hugh Jackman,Ellen Burstyn,Mark Margolis,Hugh Jackman Ellen Burstyn Mark Margolis Darren Aronofsky Drama Sci-Fi,Darren Aronofsky,Drama Sci-Fi,the fountain
1445,1445.0,1445.0,David Paymer,Kevin J. O'Connor,Hudson Leick,David Paymer Kevin J. O'Connor Hudson Leick Hugh Johnson Action Adventure Comedy Drama Thriller,Hugh Johnson,Action Adventure Comedy Drama Thriller,chill factor
1446,1446.0,1446.0,Nicolas Cage,Mark Valley,Sami Gayle,Nicolas Cage Mark Valley Sami Gayle Simon West Action Crime Drama Thriller,Simon West,Action Crime Drama Thriller,stolen
1447,1447.0,1447.0,Rumi Hiiragi,Yûki Amami,Yuria Nara,Rumi Hiiragi Yûki Amami Yuria Nara Hayao Miyazaki Adventure Animation Family Fantasy,Hayao Miyazaki,Adventure Animation Family Fantasy,ponyo
1448,1448.0,1448.0,Tiago Riani,Melissa Benoist,Hayley Lovitt,Tiago Riani Melissa Benoist Hayley Lovitt George Tillman Jr. Drama Romance,George Tillman Jr.,Drama Romance,the longest ride
